artist_id,artist_name,dma_id,dma_name,start_date,end_date,st_order_value,st_num_tickets,st_event_count,st_avg_price
3127,Jauz,29,"Miami-Fort Lauderdale, FL",2024-05-20,2024-05-26,96.7075,1.01,1.01,56.4792
4195,Taylor Swift,194,"Los Angeles, CA",2023-08-07,2023-08-13,775114.5717,545.4,3.0300000000000002,1245.0499497429078
16406,Vince Gill,39,"Rochester, NY",2025-05-05,2025-05-11,1789.1342000000002,12.120000000000001,1.01,124.50674000000001
7087,JJ Grey & Mofro,131,"Nashville, TN",2024-03-04,2024-03-10,15153.332999999999,86.86,1.01,119.20081212121212
6781,YUNGBLUD,157,"Lincoln & Hastings-Kearney, NE",2022-02-21,2022-02-27,1058.5406,17.17,1.01,41.74666666666667
4416,Luke Bryan,35,"Orlando-Daytona Beach-Melbourne, FL",2023-10-02,2023-10-08,35653.060600000004,155.54,1.01,169.81190298507462
7390,UB40,2,"New York, NY",2024-08-12,2024-08-18,3116.2944,30.3,1.01,64.60885833333333
22418,Bill Frisell,206,"Santa Barbara-Santa Maria-San Luis Obispo, CA",2025-05-12,2025-05-18,1699.9411000000002,12.120000000000001,1.01,94.91172
18516,Ray LaMontagne,18,"Charlotte, NC",2022-10-17,2022-10-23,6080.402,36.36,1.01,118.32206111111111
4573,George Strait,205,"Las Vegas, NV",2021-11-29,2021-12-05,303484.6283,1102.92,2.02,217.87355575510207
1253,Chaka Khan,5,"Philadelphia, PA",2024-08-26,2024-09-01,5743.0115000000005,28.28,1.01,136.24091999999996
4212,Future,25,"Atlanta, GA",2024-08-05,2024-08-11,12974.106500000002,42.42,1.01,249.87583636363638
7371,Chris Tomlin,66,"Harrisburg-Lancaster-Lebanon-York, PA",2022-05-30,2022-06-05,54546.50439999999,599.94,1.01,65.51528903508772
3322,Sammy Hagar,86,"Chicago, IL",2021-07-12,2021-07-18,136.9257,1.01,1.01,99.99
6285,Norah Jones,196,"San Francisco-Oakland-San Jose, CA",2022-06-20,2022-06-26,46732.48789999999,308.05,2.02,115.18999106621226
9642,Jesse Cook,2,"New York, NY",2023-07-24,2023-07-30,1770.2270000000003,14.14,2.02,94.56125
7373,Josh Turner,185,"Salt Lake City, UT",2024-08-19,2024-08-25,4769.5735,31.31,1.01,98.74692307692308
4261,Nicki Minaj,112,"Austin, TX",2024-05-06,2024-05-12,30274.2147,79.79,1.01,271.68699729729735
15830,Belanova,35,"Orlando-Daytona Beach-Melbourne, FL",2024-06-03,2024-06-09,2881.9542,32.32,1.01,55.8328
8804,Carnifex,131,"Nashville, TN",2023-10-16,2023-10-22,263.3878,3.0300000000000002,1.01,54.80933333333334
10069,Trans-Siberian Orchestra,37,"Youngstown, OH",2022-11-14,2022-11-20,79102.00820000001,462.58,2.02,124.67096322308427
15410,The Used,112,"Austin, TX",2023-05-22,2023-05-28,3103.8209,18.18,1.01,138.98307
16406,Vince Gill,12,"Washington, DC (Hagerstown, MD)",2022-07-25,2022-07-31,6358.485299999999,24.240000000000002,2.02,196.09823333333333
18445,Julieta Venegas,98,"Houston, TX",2023-03-27,2023-04-02,286.3956,2.02,1.01,87.6175
18335,Phil Wickham,203,"San Diego, CA",2025-07-28,2025-08-03,45726.32590000001,247.45,1.01,121.90987052631579
18846,Teddy Swims,143,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",2025-05-12,2025-05-18,77579.8069,436.32,1.01,125.96522275132277
6224,Rise Against,13,"Baltimore, MD",2021-08-02,2021-08-08,4282.470700000001,51.51,1.01,62.05965199999999
10505,Tower Of Power,127,"Omaha, NE",2024-12-09,2024-12-15,776.1243999999999,8.08,1.01,62.6301
19558,Two Friends,107,"Birmingham (Anniston and Tuscaloosa), AL",2025-02-17,2025-02-23,2823.7580000000003,40.4,1.01,41.547360000000005
7575,Third Eye Blind,86,"Chicago, IL",2022-07-04,2022-07-10,18634.055599999996,185.84,1.01,65.60358539325843
3987,New Kids On The Block,36,"Columbus, OH",2022-06-20,2022-06-26,55995.2181,344.41,1.01,122.54497172413791
10069,Trans-Siberian Orchestra,86,"Chicago, IL",2024-12-23,2024-12-29,43956.715000000004,258.56,2.02,122.20612686531007
7392,Ana Gabriel,200,"Seattle-Tacoma, WA",2024-10-28,2024-11-03,5852.0713000000005,19.19,1.01,217.82119090909092
6451,Elevation Worship,200,"Seattle-Tacoma, WA",2022-10-24,2022-10-30,25882.522599999997,277.75,1.01,68.57728660714285
19779,Joyce Manor,194,"Los Angeles, CA",2023-10-16,2023-10-22,1545.3505,12.120000000000001,1.01,86.28285714285714
4407,5 Seconds of Summer,34,"Hartford & New Haven, CT",2023-08-07,2023-08-13,3167.5316999999995,24.240000000000002,1.01,94.04109999999999
15680,MUNA,131,"Nashville, TN",2022-09-19,2022-09-25,392.4961,5.05,1.01,46.7832
23637,Johnnyswim,131,"Nashville, TN",2024-04-29,2024-05-05,2380.0246,13.13,1.01,120.71115999999999
2747,Magdalena Bay,196,"San Francisco-Oakland-San Jose, CA",2022-03-28,2022-04-03,252.4899,3.0300000000000002,1.01,56.56
14410,Fit For An Autopsy,18,"Charlotte, NC",2024-10-21,2024-10-27,715.5951,9.09,1.01,44.487975
7344,Noah Kahan,97,"Milwaukee, WI",2024-09-09,2024-09-15,108401.83549999999,287.85,1.01,261.36326985294113
11645,Tanya Tucker,80,"South Bend-Elkhart, IN",2022-08-01,2022-08-07,1338.2197,7.07,1.01,132.22920000000002
4207,Morgan Wallen,196,"San Francisco-Oakland-San Jose, CA",2022-09-12,2022-09-18,274862.74330000003,1249.3700000000001,1.01,176.61823063683303
6781,YUNGBLUD,11,"Cleveland-Akron (Canton), OH",2022-01-31,2022-02-06,1817.6464999999998,31.31,1.01,35.1997625
18337,K.Flay,200,"Seattle-Tacoma, WA",2024-03-18,2024-03-24,2815.1023,21.21,1.01,88.0361909090909
5127,Richard Thompson,170,"Denver, CO",2024-10-28,2024-11-03,2877.7727999999993,21.21,1.01,84.5314909090909
20187,Crystal Gayle,123,"Champaign & Springfield-Decatur, IL",2024-10-21,2024-10-27,1348.4307999999999,9.09,1.01,93.87950000000001
5414,Koe Wetzel,85,"Corpus Christi, TX",2021-08-30,2021-09-05,7600.462099999997,93.93,1.01,57.642077272727256
6309,ZZ Top,7,"Boston, MA (Manchester, NH)",2022-08-08,2022-08-14,13156.068100000002,74.74,1.01,133.830252
11645,Tanya Tucker,91,"St. Louis, MO",2021-12-13,2021-12-19,595.0314,4.04,1.01,103.5654
11896,Julian Lage,25,"Atlanta, GA",2024-03-25,2024-03-31,642.6125,7.07,1.01,53.86666666666667
15885,Yes,5,"Philadelphia, PA",2022-11-14,2022-11-20,5814.539699999999,39.39,1.01,110.73841999999998
23589,Phish,196,"San Francisco-Oakland-San Jose, CA",2021-08-30,2021-09-05,9370.083100000002,47.47,2.02,147.7125
18516,Ray LaMontagne,5,"Philadelphia, PA",2023-09-18,2023-09-24,9221.289899999998,62.62,1.01,108.86267586206895
6206,Dar Williams,7,"Boston, MA (Manchester, NH)",2024-10-21,2024-10-27,1516.3231,13.13,2.02,76.83070000000001
9642,Jesse Cook,73,"Chattanooga, TN",2022-04-04,2022-04-10,1075.9227,4.04,1.01,160.59
4223,Beyoncé,101,"Dallas-Ft. Worth, TX",2023-09-18,2023-09-24,82525.58500000002,107.06,1.01,545.3465898305084
4998,Train,200,"Seattle-Tacoma, WA",2021-09-06,2021-09-12,39585.30370000001,224.22,2.02,138.17569801282053
15410,The Used,185,"Salt Lake City, UT",2023-06-26,2023-07-02,1118.979,6.0600000000000005,1.01,142.1575
7087,JJ Grey & Mofro,58,"Knoxville, TN",2021-09-06,2021-09-12,663.2266,7.07,1.01,72.04666666666667
7087,JJ Grey & Mofro,5,"Philadelphia, PA",2024-04-08,2024-04-14,9305.2512,72.72,1.01,78.47194999999999
16406,Vince Gill,8,"Savannah, GA",2025-06-02,2025-06-08,10499.8691,50.5,1.01,143.18494545454547
2347,Dry Cleaning,2,"New York, NY",2022-05-16,2022-05-22,177.2651,3.0300000000000002,1.01,38.016400000000004
1178,Wilco,130,"Green Bay-Appleton, WI",2021-09-13,2021-09-19,2949.4424,30.3,1.01,73.48154
10069,Trans-Siberian Orchestra,16,"Cincinnati, OH",2022-11-14,2022-11-20,73787.01449999999,520.15,2.02,104.01236757233994
10505,Tower Of Power,86,"Chicago, IL",2024-06-10,2024-06-16,420.05899999999997,3.0300000000000002,1.01,85.345
4416,Luke Bryan,136,"Tulsa, OK",2023-09-25,2023-10-01,37246.9113,244.42000000000002,1.01,108.05968279569892
10069,Trans-Siberian Orchestra,98,"Houston, TX",2024-12-23,2024-12-29,66329.45730000001,305.02,2.02,139.37560812903226
15736,Boz Scaggs,29,"Miami-Fort Lauderdale, FL",2021-10-18,2021-10-24,7663.0417,40.4,1.01,145.0173947368421
18335,Phil Wickham,156,"Jackson, MS",2025-06-02,2025-06-08,1262.0051,13.13,1.01,61.0646
21663,Amos Lee,9,"Pittsburgh, PA",2022-04-18,2022-04-24,1593.7598,13.13,1.01,89.75533333333334
15379,Fonseca,18,"Charlotte, NC",2021-08-23,2021-08-29,5902.0057,43.43,1.01,103.17217333333333
6384,Leo Kottke,95,"Minneapolis-St. Paul, MN",2023-11-27,2023-12-03,1326.9178,7.07,1.01,114.359775
6309,ZZ Top,192,"Eugene, OR",2025-08-11,2025-08-17,12695.6798,84.84,1.01,94.4680775
12154,Snail Mail,170,"Denver, CO",2023-04-10,2023-04-16,313.75649999999996,5.05,1.01,39.9859
5571,Tai Verdes,2,"New York, NY",2022-05-02,2022-05-08,434.07779999999997,8.08,2.02,39.499080000000006
4223,Beyoncé,40,"Tampa-St. Petersburg (Sarasota), FL",2023-08-14,2023-08-20,128557.66820000001,281.79,1.01,359.7277993103449
23589,Phish,194,"Los Angeles, CA",2023-04-17,2023-04-23,17278.130599999997,106.05,4.04,164.634103125
15813,Jack White,172,"Phoenix, AZ",2022-05-23,2022-05-29,9757.862499999996,83.83,1.01,86.37101219512193
19167,The Avett Brothers,28,"Indianapolis, IN",2024-09-09,2024-09-15,9895.343699999998,68.68,1.01,94.308434375
7344,Noah Kahan,61,"Raleigh-Durham (Fayetteville), NC",2023-06-12,2023-06-18,5298.429700000001,23.23,1.01,174.79969000000003
2651,Dorothy,96,"Kansas City, MO",2022-05-02,2022-05-08,689.0725,8.08,1.01,61.02083333333333
17388,Branford Marsalis,2,"New York, NY",2023-09-25,2023-10-01,367.0946,2.02,1.01,114.42795000000001
15736,Boz Scaggs,25,"Atlanta, GA",2023-06-05,2023-06-11,2375.4492999999998,10.1,1.01,155.72988
11646,Soccer Mommy,176,"Boise, ID",2021-11-01,2021-11-07,36.3095,1.01,1.01,13.13
6247,Lil Skies,2,"New York, NY",2023-10-30,2023-11-05,608.1917000000001,10.1,1.01,41.70290000000001
4416,Luke Bryan,28,"Indianapolis, IN",2021-08-16,2021-08-22,62571.752300000015,537.32,1.01,87.69327112970711
15813,Jack White,11,"Cleveland-Akron (Canton), OH",2025-04-14,2025-04-20,6166.7772,24.240000000000002,1.01,187.27335833333333
19243,RBD,208,"Fresno-Visalia, CA",2023-10-09,2023-10-15,38957.0433,90.9,1.01,318.9359871794872
13869,Michael Franti & Spearhead,7,"Boston, MA (Manchester, NH)",2023-06-26,2023-07-02,7679.1916,83.83,2.02,64.13019917763158
9406,Raphael Saadiq,61,"Raleigh-Durham (Fayetteville), NC",2023-09-25,2023-10-01,7614.854600000001,40.4,1.01,120.05437142857141
6250,Brooks & Dunn,62,"Jacksonville, FL",2022-05-30,2022-06-05,39508.4326,357.54,1.01,81.45998776978419
23351,Tamar Braxton,25,"Atlanta, GA",2024-05-20,2024-05-26,7909.0474,34.34,1.01,141.32172500000001
19119,Diana Ross,118,"San Antonio, TX",2024-02-19,2024-02-25,16693.7547,48.480000000000004,1.01,251.39489166666667
6285,Norah Jones,57,"Richmond-Petersburg, VA",2022-07-18,2022-07-24,10018.008200000002,78.78,1.01,93.5167911764706
14946,The Marcus King Band,172,"Phoenix, AZ",2022-04-25,2022-05-01,464.0344,4.04,1.01,79.285
7373,Josh Turner,69,"Myrtle Beach-Florence, SC",2024-04-22,2024-04-28,10657.1968,71.71,1.01,99.1242857142857
4946,Ricardo Arjona,194,"Los Angeles, CA",2023-05-01,2023-05-07,49440.621100000004,182.81,1.01,197.1465804878049
6206,Dar Williams,112,"Austin, TX",2024-11-18,2024-11-24,684.9617999999999,6.0600000000000005,1.01,65.22916666666666
18857,Engelbert Humperdinck,203,"San Diego, CA",2023-01-23,2023-01-29,2769.8038,16.16,1.01,119.50825
9642,Jesse Cook,201,"Portland, OR",2023-10-02,2023-10-08,2365.2988,23.23,1.01,67.75416666666666
2564,Marc E. Bassy,201,"Portland, OR",2022-01-31,2022-02-06,254.3786,3.0300000000000002,1.01,56.297399999999996
18846,Teddy Swims,45,"Norfolk-Portsmouth-Newport News, VA",2023-09-25,2023-10-01,8526.1271,90.9,1.01,62.63439787234043
4244,Red Hot Chili Peppers,45,"Norfolk-Portsmouth-Newport News, VA",2024-06-24,2024-06-30,142282.85110000006,554.49,1.01,189.70292107279693
4419,The Rolling Stones,9,"Pittsburgh, PA",2021-10-04,2021-10-10,722393.0968999999,2526.01,1.01,226.71869612842306
4387,Elton John,196,"San Francisco-Oakland-San Jose, CA",2022-10-03,2022-10-09,560709.2871000001,1813.96,2.02,228.94846012134585
23589,Phish,45,"Norfolk-Portsmouth-Newport News, VA",2025-09-15,2025-09-21,13846.0395,35.35,4.04,279.03550555555563
8804,Carnifex,18,"Charlotte, NC",2025-06-30,2025-07-06,203.27259999999998,3.0300000000000002,1.01,36.0166
7373,Josh Turner,9,"Pittsburgh, PA",2022-10-17,2022-10-23,2512.3447,18.18,1.01,101.52664285714285
6467,Keane,194,"Los Angeles, CA",2024-09-02,2024-09-08,19081.707799999996,69.69,1.01,205.01417666666669
10069,Trans-Siberian Orchestra,48,"Toledo, OH",2023-11-27,2023-12-03,73101.1033,482.78000000000003,2.02,103.50782895010396
18335,Phil Wickham,9,"Pittsburgh, PA",2025-02-17,2025-02-23,4438.8288,34.34,1.01,79.989475
6012,Patty Griffin,13,"Baltimore, MD",2025-04-21,2025-04-27,843.9055,4.04,1.01,137.44585
10458,Godspeed You! Black Emperor,86,"Chicago, IL",2024-11-04,2024-11-10,1780.327,18.18,1.01,59.596059999999994
18829,Reba McEntire,127,"Omaha, NE",2022-01-31,2022-02-06,59477.9102,391.88,1.01,119.45107901234566
23637,Johnnyswim,57,"Richmond-Petersburg, VA",2022-11-28,2022-12-04,307.40360000000004,4.04,1.01,55.55
4416,Luke Bryan,134,"Madison, WI",2025-09-15,2025-09-21,32840.7459,197.96,1.01,100.5433193181818
4939,Carin Leon,191,"Bakersfield, CA",2023-02-13,2023-02-19,45308.39799999999,222.2,1.01,158.52005494505494
10505,Tower Of Power,208,"Fresno-Visalia, CA",2022-10-10,2022-10-16,4193.7422,51.51,1.01,57.1756409090909
4400,Anuel AA,86,"Chicago, IL",2025-08-25,2025-08-31,12573.752600000002,39.39,1.01,215.09465
3885,Mason Ramsey,134,"Madison, WI",2024-12-02,2024-12-08,312.3526,5.05,1.01,35.10255
2347,Dry Cleaning,196,"San Francisco-Oakland-San Jose, CA",2023-01-16,2023-01-22,170.9425,3.0300000000000002,1.01,39.6122
4998,Train,10,"Ft. Wayne, IN",2023-08-07,2023-08-13,4054.5642000000003,34.34,1.01,96.38507692307692
3885,Mason Ramsey,58,"Knoxville, TN",2024-03-18,2024-03-24,708.6564000000001,11.11,1.01,40.06333333333333
24411,The Hold Steady,12,"Washington, DC (Hagerstown, MD)",2024-06-17,2024-06-23,601.1823,5.05,2.02,82.40169166666668
15410,The Used,10,"Ft. Wayne, IN",2024-09-23,2024-09-29,2433.8979999999997,31.31,1.01,47.605087499999996
4247,Lady Gaga,29,"Miami-Fort Lauderdale, FL",2022-09-12,2022-09-18,200913.341,613.07,1.01,254.53181583011585
15736,Boz Scaggs,101,"Dallas-Ft. Worth, TX",2023-07-17,2023-07-23,12422.212199999998,61.61,1.01,124.1697740740741
4427,Aventura,18,"Charlotte, NC",2024-05-13,2024-05-19,47348.6889,168.67,2.02,173.16483666666667
15795,Houndmouth,74,"Salisbury, MD",2025-08-11,2025-08-17,1662.3590000000004,19.19,1.01,50.163669999999996
18337,K.Flay,157,"Lincoln & Hastings-Kearney, NE",2024-03-11,2024-03-17,623.1599,9.09,1.01,42.47656
15410,The Used,198,"Reno, NV",2023-06-26,2023-07-02,6395.3402000000015,27.27,1.01,157.0925142857143
7373,Josh Turner,207,"Sacramento-Stockton-Modesto, CA",2021-07-26,2021-08-01,1277.2157,9.09,1.01,104.43400000000001
4212,Future,95,"Minneapolis-St. Paul, MN",2024-07-29,2024-08-04,11577.357299999998,65.65,1.01,111.58155357142859
16672,Jon Batiste,96,"Kansas City, MO",2025-08-25,2025-08-31,14096.984099999998,71.71,1.01,124.19162
18164,Lightning Bolt,100,"New Orleans, LA",2023-04-10,2023-04-16,175.88139999999999,3.0300000000000002,1.01,32.96135
18685,Franz Ferdinand,5,"Philadelphia, PA",2025-04-07,2025-04-13,1923.5955000000001,18.18,1.01,72.32048888888889
6309,ZZ Top,140,"Wichita-Hutchinson, KS Plus",2025-08-04,2025-08-10,2865.269,10.1,1.01,152.15448
5458,Los Bukis,205,"Las Vegas, NV",2024-09-16,2024-09-22,24094.721600000004,59.59,3.0300000000000002,330.976111574074
4989,John Legend,62,"Jacksonville, FL",2021-08-16,2021-08-22,9441.076,45.45,1.01,161.35709500000002
6300,Cyndi Lauper,7,"Boston, MA (Manchester, NH)",2024-10-21,2024-10-27,26847.910899999995,72.72,1.01,267.0477875
10458,Godspeed You! Black Emperor,28,"Indianapolis, IN",2022-05-02,2022-05-08,85.27430000000001,1.01,1.01,53.4795
4590,Mariah Carey,2,"New York, NY",2024-12-16,2024-12-22,14197.7518,86.86,1.01,125.04492571428574
4407,5 Seconds of Summer,34,"Hartford & New Haven, CT",2022-07-04,2022-07-10,20508.100500000004,113.12,1.01,144.0273862745098
22338,Crowbar,7,"Boston, MA (Manchester, NH)",2023-09-18,2023-09-24,235.43099999999998,4.04,1.01,36.763999999999996
1178,Wilco,201,"Portland, OR",2023-10-16,2023-10-22,9443.005099999998,51.51,1.01,127.17220769230768
7390,UB40,73,"Chattanooga, TN",2022-08-29,2022-09-04,160.6708,1.01,1.01,98.98
13592,Stick To Your Guns,6,"Detroit, MI",2023-10-30,2023-11-05,542.6225000000001,9.09,1.01,38.75033333333334
645,HEALTH,61,"Raleigh-Durham (Fayetteville), NC",2025-05-05,2025-05-11,32.2291,1.01,1.01,12.362400000000001
4220,Luke Combs,158,"Fargo-Valley City, ND",2021-09-13,2021-09-19,128048.11309999996,1001.92,1.01,100.73821891891889
4920,Enrique Iglesias,205,"Las Vegas, NV",2021-09-20,2021-09-26,177101.24770000004,648.42,1.01,213.0495609561753
19167,The Avett Brothers,40,"Tampa-St. Petersburg (Sarasota), FL",2024-11-11,2024-11-17,17751.1035,105.04,1.01,109.84229749999999
15646,Los Fabulosos Cadillacs,2,"New York, NY",2023-09-25,2023-10-01,10786.699000000002,64.64,1.01,122.10937407407408
4998,Train,91,"St. Louis, MO",2024-07-15,2024-07-21,13132.353299999999,86.86,1.01,97.31057631578946
4624,Justin Timberlake,13,"Baltimore, MD",2024-07-01,2024-07-07,37826.6008,117.16,1.01,232.53954150943395
19772,Howard Jones,86,"Chicago, IL",2025-09-08,2025-09-14,538.1279999999999,2.02,1.01,155.54
778,KMFDM,97,"Milwaukee, WI",2024-03-11,2024-03-17,473.2557,4.04,1.01,72.31599999999999
7406,Bone Thugs-N-Harmony,6,"Detroit, MI",2023-11-20,2023-11-26,6143.163400000001,75.75,1.01,56.17750322580645
3322,Sammy Hagar,22,"Providence, RI-New Bedford, MA",2024-07-22,2024-07-28,64474.955899999986,383.8,1.01,135.54927701863355
4624,Justin Timberlake,61,"Raleigh-Durham (Fayetteville), NC",2024-06-10,2024-06-16,48627.3287,97.97,1.01,345.1583619047618
13869,Michael Franti & Spearhead,96,"Kansas City, MO",2022-08-08,2022-08-14,2069.8232999999996,23.23,1.01,63.37413333333334
7373,Josh Turner,16,"Cincinnati, OH",2023-09-04,2023-09-10,2501.6791,17.17,1.01,101.68968571428572
6467,Keane,203,"San Diego, CA",2024-09-02,2024-09-08,15936.406200000003,65.65,1.01,180.71551250000002
5414,Koe Wetzel,118,"San Antonio, TX",2023-10-02,2023-10-08,20450.560800000003,138.37,1.01,94.29177868852462
3322,Sammy Hagar,210,"Spokane, WA",2021-08-16,2021-08-22,13319.152800000003,55.55,1.01,200.26885999999996
6085,Wax Tailor,7,"Boston, MA (Manchester, NH)",2025-03-10,2025-03-16,618.5947,10.1,1.01,34.11982
4382,Jason Aldean,159,"Sioux Falls (Mitchell), SD",2023-08-14,2023-08-20,23069.258500000004,147.46,1.01,105.20995862068968
23637,Johnnyswim,25,"Atlanta, GA",2022-07-25,2022-07-31,325.0786,4.04,1.01,51.51
4619,Jon Pardi,130,"Green Bay-Appleton, WI",2023-07-03,2023-07-09,1908.8798,12.120000000000001,1.01,104.70333333333333
18890,Marisela,61,"Raleigh-Durham (Fayetteville), NC",2022-03-07,2022-03-13,5683.3811000000005,23.23,1.01,169.59516
4998,Train,131,"Nashville, TN",2024-08-12,2024-08-18,18076.5558,152.51,1.01,75.92560967741936
7087,JJ Grey & Mofro,130,"Green Bay-Appleton, WI",2024-07-22,2024-07-28,1397.3249,7.07,1.01,122.21000000000001
18335,Phil Wickham,63,"Grand Rapids-Kalamazoo-Battle Creek, MI",2022-02-14,2022-02-20,4030.1525000000006,68.68,1.01,42.58989642857143
7567,Randy Travis,133,"Abilene-Sweetwater, TX",2024-05-20,2024-05-26,1731.3824000000002,11.11,1.01,92.12816
3322,Sammy Hagar,101,"Dallas-Ft. Worth, TX",2024-08-19,2024-08-25,53744.42300000002,289.87,1.01,127.22870655737704
18846,Teddy Swims,6,"Detroit, MI",2023-11-06,2023-11-12,18711.6438,192.91,1.01,63.45903012048193
10366,Desert Dwellers,67,"Greenville-Spartanburg, SC-Asheville, NC-Ande",2025-09-08,2025-09-14,739.2089,5.05,2.02,84.34004999999999
16672,Jon Batiste,33,"Albany-Schenectady-Troy, NY",2025-06-23,2025-06-29,20191.536199999995,156.55,1.01,90.93954647887324
3322,Sammy Hagar,200,"Seattle-Tacoma, WA",2022-08-29,2022-09-04,35388.430499999995,231.29,1.01,106.65414489795918
4261,Nicki Minaj,9,"Pittsburgh, PA",2024-09-02,2024-09-08,11854.269,47.47,1.01,166.057736
18795,Armin van Buuren,194,"Los Angeles, CA",2021-11-15,2021-11-21,1958.0061999999998,8.08,1.01,187.456
4998,Train,49,"West Palm Beach-Ft. Pierce, FL",2022-06-20,2022-06-26,20130.037300000004,225.23,1.01,59.33197157894737
15693,Fred again..,194,"Los Angeles, CA",2024-06-10,2024-06-16,8850.3068,42.42,1.01,185.0878157894737
4939,Carin Leon,18,"Charlotte, NC",2025-04-07,2025-04-13,18044.963000000003,64.64,1.01,189.20217777777776
6451,Elevation Worship,7,"Boston, MA (Manchester, NH)",2024-02-26,2024-03-03,47097.0676,346.43,1.01,95.21977
11645,Tanya Tucker,205,"Las Vegas, NV",2021-11-29,2021-12-05,352.591,1.01,1.01,247.45
6309,ZZ Top,177,"Idaho Falls-Pocatello, ID",2023-05-01,2023-05-07,15437.274300000005,96.96000000000001,1.01,97.280675
